Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-08-18,GDYNIA,Morze Bałtyckie,pomorskie,20.5
2023-08-18,ŁEBA,Morze Bałtyckie,pomorskie,19.1
2023-08-19,GARDNA WIELKA,Jez. Gardno,pomorskie,21.0
2023-08-19,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-08-19,IZBICA,Jez. Łebsko,pomorskie,22.0
2023-08-19,SIKORY,Jez. Komorze,zachodniopomorskie,23.5
2023-08-19,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.1
2023-08-19,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.0
2023-08-19,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.4
2023-08-19,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.0
2023-08-19,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.8
2023-08-19,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-19,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.4
2023-08-19,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.9
2023-08-19,JEZIORNA,Jez. Wdzydze,pomorskie,22.1
2023-08-19,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.3
2023-08-19,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.2
2023-08-19,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.6
2023-08-19,PRZEŁAZY,Jez. Niesłysz,lubuskie,24.4
2023-08-19,RADZYŃ,Jez. Sławskie,lubuskie,24.6
2023-08-19,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,25.2
2023-08-19,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-08-19,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.3
2023-08-19,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,24.0
2023-08-19,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.6
2023-08-19,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,brak danych
2023-08-19,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,23.5
2023-08-19,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,23.8
2023-08-19,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-19,MALDANIN,Jez. Roś,warmińsko-mazurskie,24.5
2023-08-19,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,24.0
2023-08-19,WRÓBEL,Jez. Hańcza,podlaskie,23.0
2023-08-19,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.0
2023-08-19,WIGRY,Jez. Wigry,podlaskie,24.6
2023-08-19,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,24.9
2023-08-19,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,25.0
2023-08-19,BORKI,Jez. Litygajno,warmińsko-mazurskie,24.6
2023-08-19,EŁK,Jez. Ełckie,warmińsko-mazurskie,24.3
2023-08-19,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,23.2
2023-08-19,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.6
2023-08-19,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-19,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,23.4
2023-08-19,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.0
2023-08-19,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.4
2023-08-19,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.4
2023-08-19,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,17.8
2023-08-19,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.2
2023-08-19,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,17.5
2023-08-19,USTKA,Morze Bałtyckie,pomorskie,18.4
2023-08-19,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.8
2023-08-19,HEL,Morze Bałtyckie,pomorskie,19.7
2023-08-19,PUCK,Morze Bałtyckie,pomorskie,21.5
2023-08-19,GDYNIA,Morze Bałtyckie,pomorskie,20.7
2023-08-19,ŁEBA,Morze Bałtyckie,pomorskie,20.5
2023-08-20,GARDNA WIELKA,Jez. Gardno,pomorskie,21.2
2023-08-20,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,22.2
2023-08-20,IZBICA,Jez. Łebsko,pomorskie,22.4
2023-08-20,SIKORY,Jez. Komorze,zachodniopomorskie,24.3
2023-08-20,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,23.0
2023-08-20,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.4
2023-08-20,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.8
2023-08-20,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.8
2023-08-20,BUNTOWO,Jez. Sławianowskie,wielkopolskie,25.1
2023-08-20,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.8
2023-08-20,JASIEŃ,Jez. Jasień Pd.,pomorskie,23.2
2023-08-20,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.1
2023-08-20,JEZIORNA,Jez. Wdzydze,pomorskie,23.0
2023-08-20,CHARZYKOWY,Jez. Charzykowskie,pomorskie,23.5
2023-08-20,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,24.4
2023-08-20,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.7
2023-08-20,PRZEŁAZY,Jez. Niesłysz,lubuskie,24.8
2023-08-20,RADZYŃ,Jez. Sławskie,lubuskie,25.4
2023-08-20,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,26.4
2023-08-20,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-08-20,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.5
2023-08-20,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,25.0
2023-08-20,DADAJ,Jez. Dadaj,warmińsko-mazurskie,23.0
2023-08-20,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,24.3
2023-08-20,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,23.5
2023-08-20,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,24.0
2023-08-20,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-20,MALDANIN,Jez. Roś,warmińsko-mazurskie,24.3
2023-08-20,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,24.2
2023-08-20,WRÓBEL,Jez. Hańcza,podlaskie,22.6
2023-08-20,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.0
2023-08-20,WIGRY,Jez. Wigry,podlaskie,24.8
2023-08-20,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,brak danych
2023-08-20,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,brak danych
2023-08-20,BORKI,Jez. Litygajno,warmińsko-mazurskie,24.8
2023-08-20,EŁK,Jez. Ełckie,warmińsko-mazurskie,24.0
2023-08-20,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,24.0
2023-08-20,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.7
2023-08-20,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-20,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,24.0
2023-08-20,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.5
2023-08-20,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,21.0
2023-08-20,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.8
2023-08-20,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,17.0
2023-08-20,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.2
2023-08-20,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,16.8
2023-08-20,USTKA,Morze Bałtyckie,pomorskie,19.3
2023-08-20,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.1
2023-08-20,HEL,Morze Bałtyckie,pomorskie,19.6
2023-08-20,PUCK,Morze Bałtyckie,pomorskie,21.7
2023-08-20,GDYNIA,Morze Bałtyckie,pomorskie,21.2
2023-08-20,ŁEBA,Morze Bałtyckie,pomorskie,22.0
2023-08-21,GARDNA WIELKA,Jez. Gardno,pomorskie,20.7
2023-08-21,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.6
2023-08-21,IZBICA,Jez. Łebsko,pomorskie,22.0
2023-08-21,SIKORY,Jez. Komorze,zachodniopomorskie,23.7
2023-08-21,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,23.2
2023-08-21,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-08-21,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.6
2023-08-21,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,24.2
2023-08-21,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.9
2023-08-21,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.8
2023-08-21,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.6
2023-08-21,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.5
2023-08-21,JEZIORNA,Jez. Wdzydze,pomorskie,24.0
2023-08-21,CHARZYKOWY,Jez. Charzykowskie,pomorskie,23.8
2023-08-21,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,24.8
2023-08-21,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.9
2023-08-21,PRZEŁAZY,Jez. Niesłysz,lubuskie,25.0
2023-08-21,RADZYŃ,Jez. Sławskie,lubuskie,26.4
2023-08-21,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,24.5
2023-08-21,POWIDZ,Jez. Powidzkie,wielkopolskie,23.7
2023-08-21,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.5
2023-08-21,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,24.6
2023-08-21,DADAJ,Jez. Dadaj,warmińsko-mazurskie,23.3
2023-08-21,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,24.0
2023-08-21,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,24.1
2023-08-21,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,23.6
2023-08-21,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-21,MALDANIN,Jez. Roś,warmińsko-mazurskie,24.2
2023-08-21,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,25.4
2023-08-21,WRÓBEL,Jez. Hańcza,podlaskie,23.2
2023-08-21,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.3
2023-08-21,WIGRY,Jez. Wigry,podlaskie,24.8
2023-08-21,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,24.6
2023-08-21,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,24.8
2023-08-21,BORKI,Jez. Litygajno,warmińsko-mazurskie,24.4
2023-08-21,EŁK,Jez. Ełckie,warmińsko-mazurskie,24.7
2023-08-21,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,24.7
2023-08-21,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,24.9
2023-08-21,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-21,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,25.0
2023-08-21,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.6
2023-08-21,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,21.2
2023-08-21,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.6
2023-08-21,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,15.7
2023-08-21,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.0
2023-08-21,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,17.9
2023-08-21,USTKA,Morze Bałtyckie,pomorskie,19.7
2023-08-21,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.5
2023-08-21,HEL,Morze Bałtyckie,pomorskie,19.0
2023-08-21,PUCK,Morze Bałtyckie,pomorskie,22.3
2023-08-21,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-08-21,ŁEBA,Morze Bałtyckie,pomorskie,22.3
2023-08-22,GARDNA WIELKA,Jez. Gardno,pomorskie,20.0
2023-08-22,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.0
2023-08-22,IZBICA,Jez. Łebsko,pomorskie,20.4
2023-08-22,SIKORY,Jez. Komorze,zachodniopomorskie,23.6
2023-08-22,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.7
2023-08-22,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.2
2023-08-22,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.2
2023-08-22,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.7
2023-08-22,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.2
2023-08-22,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.8
2023-08-22,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.4
2023-08-22,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.4
2023-08-22,JEZIORNA,Jez. Wdzydze,pomorskie,23.8
2023-08-22,CHARZYKOWY,Jez. Charzykowskie,pomorskie,23.6
2023-08-22,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.8
2023-08-22,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.3
2023-08-22,PRZEŁAZY,Jez. Niesłysz,lubuskie,24.4
2023-08-22,RADZYŃ,Jez. Sławskie,lubuskie,25.8
2023-08-22,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,23.4
2023-08-22,POWIDZ,Jez. Powidzkie,wielkopolskie,23.1
2023-08-22,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,24.1
2023-08-22,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.8
2023-08-22,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.5
2023-08-22,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.4
2023-08-22,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.4
2023-08-22,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,22.0
2023-08-22,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-22,MALDANIN,Jez. Roś,warmińsko-mazurskie,24.5
2023-08-22,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,24.2
2023-08-22,WRÓBEL,Jez. Hańcza,podlaskie,22.2
2023-08-22,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.3
2023-08-22,WIGRY,Jez. Wigry,podlaskie,22.4
2023-08-22,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.5
2023-08-22,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,23.3
2023-08-22,BORKI,Jez. Litygajno,warmińsko-mazurskie,23.0
2023-08-22,EŁK,Jez. Ełckie,warmińsko-mazurskie,23.5
2023-08-22,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,23.2
2023-08-22,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.8
2023-08-22,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-22,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,25.0
2023-08-22,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.3
2023-08-22,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.8
2023-08-22,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.7
2023-08-22,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,17.7
2023-08-22,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.2
2023-08-22,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.5
2023-08-22,USTKA,Morze Bałtyckie,pomorskie,18.9
2023-08-22,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.1
2023-08-22,HEL,Morze Bałtyckie,pomorskie,19.0
2023-08-22,PUCK,Morze Bałtyckie,pomorskie,22.1
2023-08-22,GDYNIA,Morze Bałtyckie,pomorskie,21.6
2023-08-22,ŁEBA,Morze Bałtyckie,pomorskie,21.7
2023-08-23,GARDNA WIELKA,Jez. Gardno,pomorskie,19.7
2023-08-23,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-08-23,IZBICA,Jez. Łebsko,pomorskie,20.1
2023-08-23,SIKORY,Jez. Komorze,zachodniopomorskie,23.0
2023-08-23,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.2
2023-08-23,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.0
2023-08-23,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.8
2023-08-23,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.7
2023-08-23,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.3
2023-08-23,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-23,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.2
2023-08-23,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.3
2023-08-23,JEZIORNA,Jez. Wdzydze,pomorskie,22.1
2023-08-23,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.8
2023-08-23,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.6
2023-08-23,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.7
2023-08-23,PRZEŁAZY,Jez. Niesłysz,lubuskie,24.4
2023-08-23,RADZYŃ,Jez. Sławskie,lubuskie,25.1
2023-08-23,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,23.2
2023-08-23,POWIDZ,Jez. Powidzkie,wielkopolskie,23.3
2023-08-23,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,24.1
2023-08-23,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.2
2023-08-23,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.1
2023-08-23,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.9
2023-08-23,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.1
2023-08-23,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.9
2023-08-23,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-23,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.5
2023-08-23,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,23.2
2023-08-23,WRÓBEL,Jez. Hańcza,podlaskie,21.8
2023-08-23,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.3
2023-08-23,WIGRY,Jez. Wigry,podlaskie,22.0
2023-08-23,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.6
2023-08-23,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.5
2023-08-23,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.2
2023-08-23,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.9
2023-08-23,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.4
2023-08-23,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.3
2023-08-23,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-23,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,23.4
2023-08-23,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.0
2023-08-23,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.2
2023-08-23,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.9
2023-08-23,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,18.7
2023-08-23,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.2
2023-08-23,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.2
2023-08-23,USTKA,Morze Bałtyckie,pomorskie,18.7
2023-08-23,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.3
2023-08-23,HEL,Morze Bałtyckie,pomorskie,19.8
2023-08-23,PUCK,Morze Bałtyckie,pomorskie,21.9
2023-08-23,GDYNIA,Morze Bałtyckie,pomorskie,21.3
2023-08-23,ŁEBA,Morze Bałtyckie,pomorskie,21.5
2023-08-24,GARDNA WIELKA,Jez. Gardno,pomorskie,19.3
2023-08-24,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-08-24,IZBICA,Jez. Łebsko,pomorskie,21.3
2023-08-24,SIKORY,Jez. Komorze,zachodniopomorskie,23.1
2023-08-24,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.6
2023-08-24,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.2
2023-08-24,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.4
2023-08-24,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.5
2023-08-24,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.0
2023-08-24,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-24,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.0
2023-08-24,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.7
2023-08-24,JEZIORNA,Jez. Wdzydze,pomorskie,22.4
2023-08-24,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.8
2023-08-24,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.6
2023-08-24,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.7
2023-08-24,PRZEŁAZY,Jez. Niesłysz,lubuskie,23.6
2023-08-24,RADZYŃ,Jez. Sławskie,lubuskie,24.6
2023-08-24,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,23.1
2023-08-24,POWIDZ,Jez. Powidzkie,wielkopolskie,23.0
2023-08-24,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.9
2023-08-24,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.6
2023-08-24,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.0
2023-08-24,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.9
2023-08-24,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.3
2023-08-24,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.9
2023-08-24,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-24,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.1
2023-08-24,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.8
2023-08-24,WRÓBEL,Jez. Hańcza,podlaskie,21.8
2023-08-24,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.3
2023-08-24,WIGRY,Jez. Wigry,podlaskie,22.2
2023-08-24,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.8
2023-08-24,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.8
2023-08-24,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.2
2023-08-24,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.7
2023-08-24,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
2023-08-24,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.3
2023-08-24,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-24,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.4
2023-08-24,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.4
2023-08-24,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.5
2023-08-24,WOLIN,Cieśnina Dziwna,zachodniopomorskie,21.9
2023-08-24,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.2
2023-08-24,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,20.8
2023-08-24,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.2
2023-08-24,USTKA,Morze Bałtyckie,pomorskie,18.6
2023-08-24,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.3
2023-08-24,HEL,Morze Bałtyckie,pomorskie,18.0
2023-08-24,PUCK,Morze Bałtyckie,pomorskie,21.5
2023-08-24,GDYNIA,Morze Bałtyckie,pomorskie,21.5
2023-08-24,ŁEBA,Morze Bałtyckie,pomorskie,21.0
2023-08-25,GARDNA WIELKA,Jez. Gardno,pomorskie,19.0
2023-08-25,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-08-25,IZBICA,Jez. Łebsko,pomorskie,20.3
2023-08-25,SIKORY,Jez. Komorze,zachodniopomorskie,23.3
2023-08-25,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.6
2023-08-25,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-08-25,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.2
2023-08-25,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.6
2023-08-25,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.2
2023-08-25,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-25,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.2
2023-08-25,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.5
2023-08-25,JEZIORNA,Jez. Wdzydze,pomorskie,22.0
2023-08-25,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.2
2023-08-25,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.6
2023-08-25,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.1
2023-08-25,PRZEŁAZY,Jez. Niesłysz,lubuskie,23.4
2023-08-25,RADZYŃ,Jez. Sławskie,lubuskie,24.4
2023-08-25,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.9
2023-08-25,POWIDZ,Jez. Powidzkie,wielkopolskie,23.0
2023-08-25,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.7
2023-08-25,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.0
2023-08-25,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.1
2023-08-25,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.1
2023-08-25,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.2
2023-08-25,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.7
2023-08-25,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-25,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.0
2023-08-25,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.4
2023-08-25,WRÓBEL,Jez. Hańcza,podlaskie,21.6
2023-08-25,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.2
2023-08-25,WIGRY,Jez. Wigry,podlaskie,21.8
2023-08-25,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.9
2023-08-25,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.5
2023-08-25,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.8
2023-08-25,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.5
2023-08-25,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
