Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-08-25,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.2
2023-08-25,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-25,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.8
2023-08-25,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.9
2023-08-25,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.2
2023-08-25,WOLIN,Cieśnina Dziwna,zachodniopomorskie,22.2
2023-08-25,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.5
2023-08-25,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,20.4
2023-08-25,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.4
2023-08-25,USTKA,Morze Bałtyckie,pomorskie,18.3
2023-08-25,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.0
2023-08-25,HEL,Morze Bałtyckie,pomorskie,20.5
2023-08-25,PUCK,Morze Bałtyckie,pomorskie,21.5
2023-08-25,GDYNIA,Morze Bałtyckie,pomorskie,21.2
2023-08-25,ŁEBA,Morze Bałtyckie,pomorskie,20.3
2023-08-26,GARDNA WIELKA,Jez. Gardno,pomorskie,20.4
2023-08-26,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,22.4
2023-08-26,IZBICA,Jez. Łebsko,pomorskie,21.3
2023-08-26,SIKORY,Jez. Komorze,zachodniopomorskie,23.9
2023-08-26,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,23.0
2023-08-26,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,23.6
2023-08-26,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.4
2023-08-26,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.0
2023-08-26,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.9
2023-08-26,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-26,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.6
2023-08-26,BORUCINO,Jez. Raduńskie Górne,pomorskie,22.1
2023-08-26,JEZIORNA,Jez. Wdzydze,pomorskie,21.9
2023-08-26,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.5
2023-08-26,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.4
2023-08-26,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.1
2023-08-26,PRZEŁAZY,Jez. Niesłysz,lubuskie,23.2
2023-08-26,RADZYŃ,Jez. Sławskie,lubuskie,25.0
2023-08-26,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,24.5
2023-08-26,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-08-26,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.7
2023-08-26,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.6
2023-08-26,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.2
2023-08-26,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.6
2023-08-26,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.2
2023-08-26,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.7
2023-08-26,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-26,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.0
2023-08-26,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.6
2023-08-26,WRÓBEL,Jez. Hańcza,podlaskie,21.2
2023-08-26,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.1
2023-08-26,WIGRY,Jez. Wigry,podlaskie,21.8
2023-08-26,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.8
2023-08-26,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.6
2023-08-26,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.2
2023-08-26,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.3
2023-08-26,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
2023-08-26,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.0
2023-08-26,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-26,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.8
2023-08-26,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,23.2
2023-08-26,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.4
2023-08-26,WOLIN,Cieśnina Dziwna,zachodniopomorskie,22.2
2023-08-26,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.5
2023-08-26,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.4
2023-08-26,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.3
2023-08-26,USTKA,Morze Bałtyckie,pomorskie,18.9
2023-08-26,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.5
2023-08-26,HEL,Morze Bałtyckie,pomorskie,20.8
2023-08-26,PUCK,Morze Bałtyckie,pomorskie,21.5
2023-08-26,GDYNIA,Morze Bałtyckie,pomorskie,21.3
2023-08-26,ŁEBA,Morze Bałtyckie,pomorskie,20.9
2023-08-27,GARDNA WIELKA,Jez. Gardno,pomorskie,21.0
2023-08-27,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.6
2023-08-27,IZBICA,Jez. Łebsko,pomorskie,20.2
2023-08-27,SIKORY,Jez. Komorze,zachodniopomorskie,23.3
2023-08-27,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.5
2023-08-27,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,23.0
2023-08-27,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.2
2023-08-27,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.8
2023-08-27,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.4
2023-08-27,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.4
2023-08-27,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.4
2023-08-27,BORUCINO,Jez. Raduńskie Górne,pomorskie,22.1
2023-08-27,JEZIORNA,Jez. Wdzydze,pomorskie,21.5
2023-08-27,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.2
2023-08-27,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.4
2023-08-27,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.5
2023-08-27,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.8
2023-08-27,RADZYŃ,Jez. Sławskie,lubuskie,24.8
2023-08-27,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,24.5
2023-08-27,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-08-27,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.9
2023-08-27,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.6
2023-08-27,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.4
2023-08-27,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,22.0
2023-08-27,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.5
2023-08-27,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,22.4
2023-08-27,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-27,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.1
2023-08-27,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,23.0
2023-08-27,WRÓBEL,Jez. Hańcza,podlaskie,21.4
2023-08-27,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.0
2023-08-27,WIGRY,Jez. Wigry,podlaskie,22.2
2023-08-27,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.2
2023-08-27,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,23.1
2023-08-27,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.4
2023-08-27,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.7
2023-08-27,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
2023-08-27,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.3
2023-08-27,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-27,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.2
2023-08-27,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.4
2023-08-27,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.2
2023-08-27,WOLIN,Cieśnina Dziwna,zachodniopomorskie,22.1
2023-08-27,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,20.1
2023-08-27,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.4
2023-08-27,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.2
2023-08-27,USTKA,Morze Bałtyckie,pomorskie,18.4
2023-08-27,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,19.8
2023-08-27,HEL,Morze Bałtyckie,pomorskie,20.9
2023-08-27,PUCK,Morze Bałtyckie,pomorskie,21.2
2023-08-27,GDYNIA,Morze Bałtyckie,pomorskie,21.2
2023-08-27,ŁEBA,Morze Bałtyckie,pomorskie,20.6
2023-08-28,GARDNA WIELKA,Jez. Gardno,pomorskie,20.5
2023-08-28,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.0
2023-08-28,IZBICA,Jez. Łebsko,pomorskie,20.3
2023-08-28,SIKORY,Jez. Komorze,zachodniopomorskie,23.2
2023-08-28,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.8
2023-08-28,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-08-28,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.6
2023-08-28,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.3
2023-08-28,BUNTOWO,Jez. Sławianowskie,wielkopolskie,22.8
2023-08-28,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-08-28,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.0
2023-08-28,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.3
2023-08-28,JEZIORNA,Jez. Wdzydze,pomorskie,21.2
2023-08-28,CHARZYKOWY,Jez. Charzykowskie,pomorskie,21.9
2023-08-28,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.8
2023-08-28,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.7
2023-08-28,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.4
2023-08-28,RADZYŃ,Jez. Sławskie,lubuskie,24.0
2023-08-28,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,23.6
2023-08-28,POWIDZ,Jez. Powidzkie,wielkopolskie,22.7
2023-08-28,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,23.5
2023-08-28,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.0
2023-08-28,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.3
2023-08-28,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.7
2023-08-28,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.9
2023-08-28,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.9
2023-08-28,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-28,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.0
2023-08-28,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.8
2023-08-28,WRÓBEL,Jez. Hańcza,podlaskie,21.6
2023-08-28,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.8
2023-08-28,WIGRY,Jez. Wigry,podlaskie,22.2
2023-08-28,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.8
2023-08-28,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,23.4
2023-08-28,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.4
2023-08-28,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.7
2023-08-28,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
2023-08-28,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.8
2023-08-28,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-28,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.2
2023-08-28,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,brak danych
2023-08-28,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,20.4
2023-08-28,WOLIN,Cieśnina Dziwna,zachodniopomorskie,20.9
2023-08-28,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,17.7
2023-08-28,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,brak danych
2023-08-28,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.0
2023-08-28,USTKA,Morze Bałtyckie,pomorskie,18.0
2023-08-28,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.2
2023-08-28,HEL,Morze Bałtyckie,pomorskie,20.5
2023-08-28,PUCK,Morze Bałtyckie,pomorskie,20.8
2023-08-28,GDYNIA,Morze Bałtyckie,pomorskie,21.1
2023-08-28,ŁEBA,Morze Bałtyckie,pomorskie,21.0
2023-08-29,GARDNA WIELKA,Jez. Gardno,pomorskie,20.0
2023-08-29,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,brak danych
2023-08-29,IZBICA,Jez. Łebsko,pomorskie,19.3
2023-08-29,SIKORY,Jez. Komorze,zachodniopomorskie,22.6
2023-08-29,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.4
2023-08-29,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-08-29,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.0
2023-08-29,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.7
2023-08-29,BUNTOWO,Jez. Sławianowskie,wielkopolskie,22.2
2023-08-29,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.2
2023-08-29,JASIEŃ,Jez. Jasień Pd.,pomorskie,21.6
2023-08-29,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.3
2023-08-29,JEZIORNA,Jez. Wdzydze,pomorskie,20.9
2023-08-29,CHARZYKOWY,Jez. Charzykowskie,pomorskie,21.5
2023-08-29,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.6
2023-08-29,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.5
2023-08-29,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.0
2023-08-29,RADZYŃ,Jez. Sławskie,lubuskie,22.3
2023-08-29,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.8
2023-08-29,POWIDZ,Jez. Powidzkie,wielkopolskie,21.9
2023-08-29,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,22.3
2023-08-29,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.6
2023-08-29,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.9
2023-08-29,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.8
2023-08-29,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.4
2023-08-29,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.5
2023-08-29,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-29,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.0
2023-08-29,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,24.4
2023-08-29,WRÓBEL,Jez. Hańcza,podlaskie,20.8
2023-08-29,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.2
2023-08-29,WIGRY,Jez. Wigry,podlaskie,22.2
2023-08-29,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.9
2023-08-29,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.5
2023-08-29,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.0
2023-08-29,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.3
2023-08-29,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.3
2023-08-29,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.2
2023-08-29,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-29,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.2
2023-08-29,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,21.4
2023-08-29,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.7
2023-08-29,WOLIN,Cieśnina Dziwna,zachodniopomorskie,20.4
2023-08-29,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,19.1
2023-08-29,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,19.4
2023-08-29,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,17.6
2023-08-29,USTKA,Morze Bałtyckie,pomorskie,17.4
2023-08-29,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.6
2023-08-29,HEL,Morze Bałtyckie,pomorskie,20.5
2023-08-29,PUCK,Morze Bałtyckie,pomorskie,20.4
2023-08-29,GDYNIA,Morze Bałtyckie,pomorskie,20.9
2023-08-29,ŁEBA,Morze Bałtyckie,pomorskie,20.1
2023-08-30,GARDNA WIELKA,Jez. Gardno,pomorskie,19.4
2023-08-30,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,18.6
2023-08-30,IZBICA,Jez. Łebsko,pomorskie,18.1
2023-08-30,SIKORY,Jez. Komorze,zachodniopomorskie,22.1
2023-08-30,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.2
2023-08-30,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.8
2023-08-30,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.4
2023-08-30,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.9
2023-08-30,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.5
2023-08-30,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.2
2023-08-30,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.6
2023-08-30,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.3
2023-08-30,JEZIORNA,Jez. Wdzydze,pomorskie,20.5
2023-08-30,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.8
2023-08-30,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.4
2023-08-30,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.3
2023-08-30,PRZEŁAZY,Jez. Niesłysz,lubuskie,19.4
2023-08-30,RADZYŃ,Jez. Sławskie,lubuskie,21.7
2023-08-30,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.6
2023-08-30,POWIDZ,Jez. Powidzkie,wielkopolskie,21.2
2023-08-30,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.9
2023-08-30,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.4
2023-08-30,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.1
2023-08-30,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,brak danych
2023-08-30,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.1
2023-08-30,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.6
2023-08-30,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-30,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.1
2023-08-30,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.6
2023-08-30,WRÓBEL,Jez. Hańcza,podlaskie,21.4
2023-08-30,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.0
2023-08-30,WIGRY,Jez. Wigry,podlaskie,22.0
2023-08-30,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.0
2023-08-30,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.8
2023-08-30,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.8
2023-08-30,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.3
2023-08-30,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.0
2023-08-30,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.2
2023-08-30,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-30,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,20.2
2023-08-30,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.6
2023-08-30,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,18.8
2023-08-30,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.9
2023-08-30,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,18.9
2023-08-30,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.6
2023-08-30,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,16.8
2023-08-30,USTKA,Morze Bałtyckie,pomorskie,16.8
2023-08-30,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.4
2023-08-30,HEL,Morze Bałtyckie,pomorskie,20.2
2023-08-30,PUCK,Morze Bałtyckie,pomorskie,20.0
2023-08-30,GDYNIA,Morze Bałtyckie,pomorskie,20.3
2023-08-30,ŁEBA,Morze Bałtyckie,pomorskie,18.6
2023-08-31,GARDNA WIELKA,Jez. Gardno,pomorskie,18.2
2023-08-31,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,brak danych
2023-08-31,IZBICA,Jez. Łebsko,pomorskie,18.2
2023-08-31,SIKORY,Jez. Komorze,zachodniopomorskie,21.7
2023-08-31,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.2
2023-08-31,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.8
2023-08-31,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.0
2023-08-31,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,20.6
2023-08-31,BUNTOWO,Jez. Sławianowskie,wielkopolskie,19.9
2023-08-31,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.8
2023-08-31,JASIEŃ,Jez. Jasień Pd.,pomorskie,20.4
2023-08-31,BORUCINO,Jez. Raduńskie Górne,pomorskie,19.9
2023-08-31,JEZIORNA,Jez. Wdzydze,pomorskie,20.1
2023-08-31,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.7
2023-08-31,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,20.2
2023-08-31,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-08-31,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.2
2023-08-31,RADZYŃ,Jez. Sławskie,lubuskie,21.1
2023-08-31,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.1
2023-08-31,POWIDZ,Jez. Powidzkie,wielkopolskie,20.8
2023-08-31,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.5
2023-08-31,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.2
2023-08-31,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.0
2023-08-31,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.9
2023-08-31,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.7
2023-08-31,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.3
2023-08-31,GŁODOWO,Jez. Śniardwy,warmińsko-mazurskie,brak danych
2023-08-31,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.1
2023-08-31,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.6
2023-08-31,WRÓBEL,Jez. Hańcza,podlaskie,21.1
2023-08-31,WÓLKA,Jez. Rospuda Filipowska,podlaskie,21.5
2023-08-31,WIGRY,Jez. Wigry,podlaskie,22.0
2023-08-31,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.8
2023-08-31,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.8
2023-08-31,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.8
2023-08-31,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.1
2023-08-31,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.5
2023-08-31,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.0
2023-08-31,MORSKIE OKO,Rybi Potok,małopolskie,brak danych
2023-08-31,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,19.8
2023-08-31,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.3
2023-08-31,ŚWINOUJŚCIE,Cieśnina Świna,zachodniopomorskie,19.3
2023-08-31,WOLIN,Cieśnina Dziwna,zachodniopomorskie,19.2
2023-08-31,DARŁOWO,Morze Bałtyckie,zachodniopomorskie,14.5
2023-08-31,MIĘDZYZDROJE,Morze Bałtyckie,zachodniopomorskie,18.6
2023-08-31,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,16.5
2023-08-31,USTKA,Morze Bałtyckie,pomorskie,16.4
2023-08-31,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,20.0
2023-08-31,HEL,Morze Bałtyckie,pomorskie,19.8
2023-08-31,PUCK,Morze Bałtyckie,pomorskie,19.5
2023-08-31,GDYNIA,Morze Bałtyckie,pomorskie,20.1
2023-08-31,ŁEBA,Morze Bałtyckie,pomorskie,18.5
2023-09-01,GARDNA WIELKA,Jez. Gardno,pomorskie,17.5
2023-09-01,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,16.8
2023-09-01,IZBICA,Jez. Łebsko,pomorskie,16.3
2023-09-01,SIKORY,Jez. Komorze,zachodniopomorskie,21.1
2023-09-01,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,19.5
2023-09-01,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.8
2023-09-01,IŃSKO,Jez. Ińsko,zachodniopomorskie,19.4
2023-09-01,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,19.9
2023-09-01,BUNTOWO,Jez. Sławianowskie,wielkopolskie,20.1
2023-09-01,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,21.8
2023-09-01,JASIEŃ,Jez. Jasień Pd.,pomorskie,19.2
2023-09-01,BORUCINO,Jez. Raduńskie Górne,pomorskie,19.5
2023-09-01,JEZIORNA,Jez. Wdzydze,pomorskie,19.4
2023-09-01,CHARZYKOWY,Jez. Charzykowskie,pomorskie,20.2
2023-09-01,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,19.6
2023-09-01,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,20.7
2023-09-01,PRZEŁAZY,Jez. Niesłysz,lubuskie,20.8
2023-09-01,RADZYŃ,Jez. Sławskie,lubuskie,20.5
2023-09-01,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,20.9
2023-09-01,POWIDZ,Jez. Powidzkie,wielkopolskie,20.4
2023-09-01,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,21.1
2023-09-01,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,21.6
2023-09-01,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.2
2023-09-01,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.2
